timestamp,model,issue_type,severity,rule,message,file,line,status
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""unused_config_path"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-25_163049_app.py,10,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,CRITICAL,python:S5754,Specify an exception class to catch or reraise the exception,vibe-pipeline-multi:Outputs/Gemini/2026-03-25_163049_app.py,34,OPEN
2026-03-25 16:35:28,chatgpt,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""user"".",vibe-pipeline-multi:Outputs/ChatGPT/2026-03-25_162703_app.py,5,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""DB_PASSWORD"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-25_162656_app.py,5,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""unused_config_value"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-25_162656_app.py,8,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""configuration_timeout_setting"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-25_155730_app.py,9,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""password"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-25_161837_app.py,4,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""unused_config_var"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-25_161837_app.py,5,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""database_password"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_140300_app.py,5,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""debug_mode_enabled"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_140300_app.py,8,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""user_session_timeout"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_140343_app.py,8,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""debug_mode_enabled"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_140501_app.py,8,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""unused_config_value"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_133857_app.py,6,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""cursor"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_100124_app.py,11,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""internal_api_endpoint"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_100240_app.py,11,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""admin_password"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_100416_app.py,6,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""unused_config_flag"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_100416_app.py,9,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""unused_variable"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_101031_app.py,6,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""debug_mode_enabled"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-24_101829_app.py,8,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""user"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-23_124803_app.py,27,OPEN
2026-03-25 16:35:28,gemini,CODE_SMELL,MINOR,python:S1481,"Remove the unused local variable ""data"".",vibe-pipeline-multi:Outputs/Gemini/2026-03-23_124803_app.py,54,OPEN
2026-03-25 16:35:28,gemini,VULNERABILITY,CRITICAL,python:S4830,Enable server certificate validation on this SSL/TLS connection.,vibe-pipeline-multi:Outputs/Gemini/2026-03-23_125327_app.py,52,OPEN
